City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,akjoujt,19.6969,-14.4164,31.93,16,5,5.89,MR,1699037469
368,seminole,28.7086,-81.2081,27.05,74,91,2.24,US,1699037390
369,chimoio,-19.1164,33.4833,19.97,64,20,1.95,MZ,1699037337
370,geoktschai,40.6531,47.7406,14.42,76,40,0.0,AZ,1699037469
371,itaituba,-4.2761,-55.9836,38.09,50,20,3.09,BR,1699037469
372,taoudenni,22.6783,-3.9836,31.99,9,0,2.33,ML,1699037469
373,sastre,-31.7676,-61.8289,19.29,43,1,7.82,AR,1699037470
374,dalbandin,28.8947,64.4101,21.35,24,50,1.99,PK,1699037470
375,abeche,13.8292,20.8324,29.54,19,50,3.8,TD,1699037470
376,dalhart,36.0595,-102.5133,26.01,14,0,5.66,US,1699037229
377,peterhead,57.5058,-1.7981,8.22,81,60,6.91,GB,1699037470
378,tres arroyos,-38.3739,-60.2798,18.99,29,3,5.76,AR,1699037470
379,saint-pierre,-21.3393,55.4781,23.65,94,100,1.54,RE,1699037471
380,east london,-33.0153,27.9116,18.52,94,20,2.2,ZA,1699037471
381,igarka,67.4667,86.5833,-10.06,86,100,11.47,RU,1699037471
382,avallon,47.4833,3.9,6.11,93,43,5.66,FR,1699037471
383,sake,-1.5736,29.045,17.47,97,99,0.79,CD,1699037472
384,la ronge,55.1001,-105.2842,-5.86,73,100,2.06,CA,1699037472
385,honefoss,60.168,10.2565,3.29,99,100,3.4,NO,1699037215
386,gao,16.6362,1.637,30.12,13,4,3.68,ML,1699037472
387,howrah,22.5892,88.3103,26.0,83,75,2.57,IN,1699037472
388,pahrump,36.2083,-115.9839,26.29,9,63,1.29,US,1699037473
389,ulsteinvik,62.3432,5.8487,10.07,64,100,3.64,NO,1699037473
390,marrakesh,31.6315,-8.0083,21.04,64,40,3.09,MA,1699037247
391,ashland,40.8167,-82.2665,15.98,52,40,8.16,US,1699037331
392,eduardo castex,-35.915,-64.2945,22.32,32,3,5.33,AR,1699037473
393,sesheke,-17.4759,24.2968,25.57,47,64,2.14,ZM,1699037474
394,linhares,-19.3911,-40.0722,29.8,61,100,4.19,BR,1699037439
395,pandan,14.0453,124.1694,26.62,85,41,2.59,PH,1699037474
396,kalaleh,37.3807,55.4916,15.78,59,75,0.0,IR,1699037474
397,derebucak,37.3918,31.5092,11.15,97,22,2.49,TR,1699037474
398,qui nhon,13.7667,109.2333,24.69,91,26,2.78,VN,1699037474
399,taro,-8.3862,115.28,23.0,92,24,0.31,ID,1699037475
400,port elizabeth,-33.918,25.5701,18.51,82,0,2.06,ZA,1699037157
401,lake charles,30.2131,-93.2044,23.99,50,0,2.57,US,1699037327
402,enewetak,11.3474,162.3373,28.03,77,87,6.8,MH,1699037345
403,christchurch,-43.5333,172.6333,11.97,96,91,1.03,NZ,1699037250
404,viedma,-40.8135,-62.9967,19.65,23,0,6.32,AR,1699037475
405,whakatane,-37.9585,176.9854,13.62,99,26,0.85,NZ,1699037476
406,yuzhno-kurilsk,44.0306,145.8556,11.32,83,100,6.55,RU,1699037476
407,kristiansund,63.1115,7.732,10.03,61,0,7.2,NO,1699037476
408,kawambwa,-9.7915,29.0791,22.01,61,100,1.41,ZM,1699037476
409,hasaki,35.7333,140.8333,16.27,75,5,7.55,JP,1699037476
410,wajir,1.7471,40.0573,23.82,89,96,2.37,KE,1699037476
411,itamaraca,-7.7478,-34.8256,30.03,64,100,4.33,BR,1699037477
412,culfa,38.9558,45.6308,13.93,64,100,0.43,AZ,1699037477
413,susuman,62.7833,148.1667,-19.98,100,96,0.93,RU,1699037477
414,bata,1.8639,9.7658,24.04,90,100,0.36,GQ,1699037477
415,rocha,-34.4833,-54.3333,12.73,90,100,11.04,UY,1699037478
416,salalah,17.0151,54.0924,28.05,69,0,2.57,OM,1699037478
417,qaqortoq,60.7167,-46.0333,-0.52,74,100,1.38,GL,1699037312
418,kayangel,8.0823,134.7173,28.59,76,100,4.26,PW,1699037478
419,petauke,-14.2426,31.3253,22.53,44,6,4.71,ZM,1699037478
420,vallenar,-28.5708,-70.7581,27.55,10,0,5.22,CL,1699037479
421,brisas de zicatela,15.8369,-97.0419,30.64,51,100,2.53,MX,1699037479
422,kargat,55.1956,80.2811,-9.46,88,100,5.86,RU,1699037479
423,pak phanang,8.3511,100.202,26.77,79,100,0.38,TH,1699037479
424,lumphat,13.4878,106.9816,22.72,97,99,1.53,KH,1699037479
425,omaruru,-21.4333,15.9333,23.16,35,77,4.57,NA,1699037480
426,galveston,29.3669,-94.9669,25.1,67,40,4.63,US,1699037480
427,cidreira,-30.1811,-50.2056,18.21,92,100,9.44,BR,1699037190
428,reinosa,42.9996,-4.138,7.81,87,88,2.14,ES,1699037480
429,alofi,-19.0595,-169.9187,24.94,78,40,7.2,NU,1699037364
430,valle de la pascua,9.2155,-66.0073,30.2,59,95,1.4,VE,1699037481
431,saldanha,-33.0117,17.9442,16.03,75,69,2.68,ZA,1699037298
432,leava,-14.3,-178.1667,27.56,82,100,8.78,WF,1699037481
433,madang,-5.2246,145.7966,24.33,93,100,1.41,PG,1699037481
434,lepsy,46.235,78.9456,1.0,47,17,4.91,KZ,1699037482
435,ryazanskaya,44.9553,39.5889,15.81,85,11,2.36,RU,1699037482
436,banda aceh,5.5577,95.3222,26.2,84,91,2.01,ID,1699037482
437,inarajan village,13.2736,144.7484,27.08,94,98,6.82,GU,1699037482
438,kale,50.9581,1.8521,8.89,80,81,12.08,FR,1699037483
439,hammerfest,70.6634,23.6821,0.25,80,75,4.63,NO,1699037483
440,valdepenas,38.7621,-3.3848,11.43,82,7,8.43,ES,1699037483
441,pemba,-12.974,40.5178,26.26,75,100,9.32,MZ,1699037483
442,anloga,5.7947,0.8973,27.15,84,78,5.31,GH,1699037483
443,laguna,38.421,-121.4238,24.8,48,0,0.45,US,1699037484
444,terrace,54.5163,-128.6035,4.95,93,100,1.54,CA,1699037484
445,roma,43.2128,-75.4557,15.46,33,0,6.17,US,1699037214
446,benghazi,32.1167,20.0667,26.54,40,0,6.22,LY,1699037484
447,ukiah,39.1502,-123.2078,24.65,69,59,0.63,US,1699037417
448,blackwater,-23.5833,148.8833,20.94,100,44,3.5,AU,1699037484
449,kone,-21.0595,164.8658,20.57,85,81,1.65,NC,1699037484
450,bodaybo,57.8506,114.1933,-24.66,98,30,0.2,RU,1699037250
451,ugoofaaru,5.6667,73.0,27.2,78,100,2.28,MV,1699037486
452,kish,26.5578,54.0194,29.15,61,0,6.17,IR,1699037486
453,sao tome,0.3365,6.7273,25.88,85,100,2.73,ST,1699037486
454,diamantino,-14.4086,-56.4461,31.68,44,99,4.39,BR,1699037486
455,kuanda,56.3161,116.0806,-22.79,90,12,0.1,RU,1699037486
456,canico,32.6333,-16.85,22.06,81,40,4.63,PT,1699037486
457,zheshart,62.0731,49.5733,-4.19,88,78,3.25,RU,1699037487
458,itoman,26.1247,127.6694,25.43,78,20,2.57,JP,1699037487
459,paita,-5.0892,-81.1144,22.73,71,8,8.11,PE,1699037487
460,burao,9.5221,45.5336,22.04,78,96,1.74,SO,1699037487
461,tamiahua,21.2667,-97.45,22.72,72,100,2.61,MX,1699037487
462,taybad,34.74,60.7756,17.6,22,100,1.72,IR,1699037488
463,saint-philippe,-21.3585,55.7679,22.77,82,64,1.49,RE,1699037488
464,rio cauto,20.5603,-76.9161,31.44,60,3,4.17,CU,1699037488
465,kabalo,-6.05,26.9167,19.84,98,100,0.45,CD,1699037488
466,biltine,14.5333,20.9167,29.4,18,100,3.87,TD,1699037488
467,zhuanghe,39.7008,122.9911,7.63,41,1,1.64,CN,1699037488
468,polyarnyy,69.1989,33.4478,-7.52,91,24,2.89,RU,1699037488
469,selfoss,63.9331,-20.9971,2.25,58,95,5.36,IS,1699037489
470,sao felix do xingu,-6.6447,-51.995,36.0,32,76,2.46,BR,1699037489
471,kiunga,-6.1219,141.2906,22.59,100,99,1.14,PG,1699037489
472,alaghsas,17.0187,8.0168,30.94,12,0,2.06,NE,1699037489
473,arteche,12.2645,125.4048,26.68,87,57,2.91,PH,1699037489
474,yakakent,41.6325,35.5289,18.18,75,0,3.0,TR,1699037490
475,sampacho,-33.3839,-64.7221,20.23,31,2,7.07,AR,1699037490
476,westport,41.1415,-73.3579,14.38,46,0,5.66,US,1699037490
477,tupiza,-21.45,-65.7167,26.95,4,6,1.52,BO,1699037490
478,abancay,-13.6339,-72.8814,24.62,46,98,4.03,PE,1699037490
479,la ciotat,43.1748,5.6045,12.93,69,53,10.04,FR,1699037490
480,maffra,-37.9667,146.9833,9.4,87,99,1.35,AU,1699037490
481,port macquarie,-31.4333,152.9167,13.83,91,36,1.39,AU,1699037491
482,yulinshi,38.2906,109.7494,9.02,39,100,0.37,CN,1699037491
483,balabac,7.9868,117.0645,27.84,77,10,2.38,PH,1699037491
484,colchester,51.8892,0.9042,10.41,92,26,3.84,GB,1699037491
485,piti village,13.4626,144.6933,27.03,93,75,3.6,GU,1699037491
486,qulsary,46.9531,54.0198,11.86,45,100,3.28,KZ,1699037491
487,barcelos,41.5388,-8.6151,16.08,88,100,4.66,PT,1699037414
488,cockburn town,21.4612,-71.1419,28.18,74,70,9.3,TC,1699037413
489,khovd,48.0056,91.6419,-9.06,40,32,3.21,MN,1699037492
490,forster,-32.1667,152.5167,12.38,100,79,1.83,AU,1699037492
491,machali,-34.1833,-70.6667,23.6,29,0,4.63,CL,1699037492
492,arapgir,39.0412,38.4952,13.71,73,3,1.32,TR,1699037492
493,bridgewater,44.3835,-64.5155,10.79,70,83,4.02,CA,1699037492
494,lockwood,45.8191,-108.4149,16.34,50,20,2.06,US,1699037492
495,val-d'or,48.1002,-77.7828,5.05,93,100,7.2,CA,1699037243
496,kharkhorin,47.1975,102.8238,-5.05,95,100,9.17,MN,1699037493
497,nemuro,43.3236,145.575,12.55,86,100,5.55,JP,1699037493
498,mirnyy,62.5353,113.9611,-16.38,94,100,2.65,RU,1699037377
499,chaman,30.9236,66.4512,15.09,27,100,1.38,PK,1699037493
500,apatity,67.5641,33.4031,-10.75,93,81,0.68,RU,1699037493
501,san martin de valdeiglesias,40.3623,-4.3439,13.14,81,100,3.09,ES,1699037493
502,totskoye,52.5248,52.7623,4.94,85,0,3.29,RU,1699037494
503,ebaye,8.7748,167.7392,28.01,74,40,5.14,MH,1699037494
504,bargaal,11.2864,51.0773,26.66,85,67,4.03,SO,1699037494
505,bich'vinta,43.1592,40.3378,16.1,82,88,4.04,GE,1699037494
506,harstad,68.799,16.5293,-1.03,88,5,8.94,NO,1699037494
507,alta,69.9689,23.2717,-6.41,73,75,2.57,NO,1699037494
508,saint augustine beach,29.8505,-81.2654,26.16,100,75,9.26,US,1699037495
509,mokhsogollokh,61.4681,128.9203,-27.41,100,96,0.99,RU,1699037495
510,isangel,-19.55,169.2667,20.06,88,97,0.51,VU,1699037376
511,metahara,8.9,39.9167,21.89,81,91,1.52,ET,1699037495
512,quelimane,-17.8786,36.8883,22.12,79,69,1.98,MZ,1699037495
513,rio grande,-32.035,-52.0986,17.06,87,96,8.98,BR,1699037385
514,cururupu,-1.8283,-44.8683,31.1,56,45,3.55,BR,1699037496
515,fort mcmurray,56.7268,-111.381,-1.23,80,100,1.54,CA,1699037496
516,tangalle,6.024,80.7911,24.09,89,99,0.98,LK,1699037496
517,pajok,3.8651,32.4821,20.46,91,100,1.59,SS,1699037379
518,galliano,29.4422,-90.2992,24.0,60,0,4.12,US,1699037496
519,tver,56.8619,35.8931,2.38,90,9,2.68,RU,1699037496
520,quang ngai,15.1167,108.8,23.64,91,28,1.82,VN,1699037496
521,ta`u,-14.2336,-169.5144,26.55,83,100,10.06,AS,1699037497
522,tyuratam,45.6507,63.3156,8.59,55,78,4.05,KZ,1699037497
523,montgomery,39.1501,-77.1997,16.08,36,0,3.6,US,1699037491
524,klyuchi,52.2667,79.1667,-4.16,80,96,5.21,RU,1699037497
525,bezhetsk,57.7851,36.6965,0.55,92,100,3.53,RU,1699037497
526,bubaque,11.2833,-15.8333,28.11,79,24,4.56,GW,1699037497
527,sittwe,20.15,92.9,25.22,81,9,2.34,MM,1699037497
528,steamboat springs,40.485,-106.8317,12.41,42,75,3.6,US,1699037372
529,rondonopolis,-16.4708,-54.6356,35.59,29,94,1.27,BR,1699037420
530,taltal,-25.4,-70.4833,18.84,64,24,2.69,CL,1699037498
531,boyolangu,-8.1181,111.8935,24.37,92,75,1.01,ID,1699037498
532,gevas,38.2968,43.1083,6.78,77,50,1.77,TR,1699037498
533,kuta,-8.7233,115.1723,26.97,94,40,2.24,ID,1699037210
534,urangan,-25.3,152.9,20.53,74,7,3.67,AU,1699037498
535,katsuura,35.1333,140.3,21.03,76,3,7.08,JP,1699037318
536,gisborne,-38.6533,178.0042,13.49,83,14,5.33,NZ,1699037294
537,beni mellal,32.3373,-6.3498,19.79,56,20,1.54,MA,1699037499
538,clinton,42.587,-82.9199,13.45,48,100,7.2,US,1699037302
539,puerto deseado,-47.7503,-65.8938,10.28,56,46,5.73,AR,1699037499
540,arkhangel'sk,64.5401,40.5433,-3.82,91,100,2.39,RU,1699037499
541,ptolemaida,40.5147,21.6786,16.05,76,100,4.06,GR,1699037499
542,bandon,51.7469,-8.7425,6.77,88,100,2.32,IE,1699037499
543,kumbo,6.2,10.6667,16.02,95,100,1.09,CM,1699037499
544,fabens,31.5023,-106.1586,23.65,17,0,2.58,US,1699037500
545,narasapur,16.45,81.6667,25.06,91,61,2.15,IN,1699037500
546,lodeynoye pole,60.726,33.5531,0.69,86,100,3.78,RU,1699037500
547,liberal,37.0431,-100.921,25.58,17,0,0.0,US,1699037500
548,gamba,-2.65,10.0,25.03,87,86,1.43,GA,1699037500
549,tabou,4.423,-7.3528,26.13,84,13,3.38,CI,1699037500
550,rockport,28.0206,-97.0544,27.01,68,0,2.57,US,1699037455
551,laojunmiao,39.8333,97.7333,3.1,43,22,0.54,CN,1699037365
552,barro alto,-11.7608,-41.9117,28.87,51,100,1.78,BR,1699037501
553,mayya,61.7333,130.2811,-29.27,100,74,1.19,RU,1699037501
554,misratah,32.3754,15.0925,28.75,27,22,7.42,LY,1699037501
555,belyy yar,53.6039,91.3903,-11.06,85,75,1.0,RU,1699037367
556,port nelson,23.6333,-74.8333,28.05,77,100,8.42,BS,1699037501
557,san carlos centro,-31.7286,-61.0919,19.47,51,1,8.18,AR,1699037501
558,vallo della lucania,40.2297,15.2658,13.08,87,78,3.46,IT,1699037501
559,robore,-18.3333,-59.75,26.05,50,75,5.14,BO,1699037502
560,guerrero negro,27.9769,-114.0611,28.1,30,0,2.72,MX,1699037502
561,fort st. john,56.2499,-120.8529,-0.06,86,100,1.54,CA,1699037502
562,queenstown,-31.8976,26.8753,18.6,73,100,4.61,ZA,1699037502
563,debark',13.1561,37.8981,11.5,80,100,0.75,ET,1699037502
564,la'ie,21.6477,-157.9253,27.81,88,2,0.45,US,1699037502
565,abadan,30.3392,48.3043,22.97,56,0,1.03,IR,1699037502
566,brainerd,46.358,-94.2008,7.14,67,0,5.66,US,1699037502
567,nicoya,10.1483,-85.452,27.0,86,100,2.68,CR,1699037503
568,santa rosalia,27.3167,-112.2833,27.68,29,0,4.05,MX,1699037503
569,petite riviere,-20.1894,57.4453,23.86,79,100,2.18,MU,1699037503
570,kukes,42.0769,20.4219,16.08,94,97,2.99,AL,1699037503
571,baranchinskiy,58.1617,59.6991,-0.15,87,100,5.14,RU,1699037503
572,egilsstadir,65.2653,-14.3948,3.95,93,100,7.2,IS,1699037503
573,lauro de freitas,-12.8944,-38.3272,29.01,74,40,7.72,BR,1699037406
574,puttalam,8.0362,79.8283,24.24,95,100,2.79,LK,1699037459
575,alesund,62.4723,6.1549,10.08,50,75,9.77,NO,1699037301
576,bolobo,-2.1667,16.2333,22.52,92,100,0.58,CD,1699037504
577,toamasina,-18.1667,49.3833,23.0,88,75,4.12,MG,1699037401
578,lorengau,-2.0226,147.2712,26.64,80,98,1.35,PG,1699037504
579,yeed,4.55,43.0333,25.39,78,99,2.95,SO,1699037504
580,dongola,19.1667,30.4833,28.9,21,0,5.92,SD,1699037504
581,batroun,34.2553,35.6581,20.86,86,0,0.44,LB,1699037504
582,ha'il,27.5219,41.6907,22.01,73,40,1.03,SA,1699037505
583,rebola,3.7167,8.8333,23.39,88,100,0.81,GQ,1699037505
584,reynosa,26.0833,-98.2833,27.85,53,20,2.57,MX,1699037402
585,kashin,57.3592,37.6081,-1.71,92,88,3.11,RU,1699037505
586,palmer,42.1584,-72.3287,13.92,38,20,6.69,US,1699037505
587,obuase,6.206,-1.6619,23.9,89,100,1.06,GH,1699037505
588,tari,12.4086,4.4914,28.45,25,19,1.32,NG,1699037506
589,orkney,-26.9802,26.6727,21.58,32,100,4.1,ZA,1699037506
590,chapeco,-27.0964,-52.6183,16.86,100,100,7.72,BR,1699037506
591,den burg,53.0542,4.7972,11.09,88,75,12.86,NL,1699037506
592,moyale,3.5167,39.0584,19.72,92,100,1.98,KE,1699037506
593,santa cruz,-17.8,-63.1667,23.7,53,75,8.75,BO,1699037213
594,lerwick,60.1545,-1.1494,9.0,84,100,4.32,GB,1699037506
595,dalnegorsk,44.5604,135.5701,-1.89,45,90,3.13,RU,1699037507
596,moramanga,-18.9333,48.2,17.2,94,92,1.69,MG,1699037507
597,lindi,-10.0,39.7167,25.18,80,100,3.21,TZ,1699037507
598,majenang,-7.2975,108.7642,23.9,98,24,1.21,ID,1699037507
599,wotje,9.4543,170.2367,27.68,80,26,7.18,MH,1699037507
600,santa terezinha,-29.9002,-50.0904,18.88,92,100,8.96,BR,1699037507
601,luena,-11.7833,19.9167,21.1,83,20,4.63,AO,1699037508
602,farmington,36.7281,-108.2187,19.56,54,0,3.09,US,1699037508
